,artist_name,track_name,track_id,popularity
287,Giuseppe Ottaviani,Only A Heartbeat Away (Mixed),27P3PBXUrWdTguESA9yytx,34
288,Saweetie,Back to the Streets (feat. Jhené Aiko),3MEruRteiUZXkStfTlZqRn,76
289,Buju Banton,400 Years,1XvmMoTPgM5U2N1bfJcxoO,23
290,Dan + Shay,I Should Probably Go To Bed,5ovVcYo2MvjVydFwFyaaqy,75
291,Christmas 2020 Hits,It's the Most Wonderful Time of the Year (Trap Remix),6l8cR3qGvQ8RGWk2F20AI5,22
292,Taylor Swift,exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,80
293,Sam Durham,2020: A Year to Remember,07HgG3K510Tji09V7a6sg4,24
294,Saweetie,Tap In,4Hpib09wXgD84w4uwTPnYD,78
295,The Distillers,The Blackest Years - 2020 Remaster,1uXbBsJ14Uni9zqWgC7hgk,22
296,StaySolidRocky,Party Girl,5RqR4ZCCKJDcBLIn4sih9l,80
297,Bambi,forget 2020,7pdwhaVKDf9AiVptcjk4n6,23
298,Vedo,You Got It,4lsHZ92XCFOQfzJFBTluk8,81
299,Allen Watts,Skyline (Mixed),4H5sKoc66EzGdJ4LG1cx1f,34
300,Lee Brice,One Of Them Girls,14GwnOeC9qYEKEA6uOZepa,74
301,Ashley Wallbridge,Still Alive (Mixed),3DCkBByBVmERY3u26Ewy85,34
302,Juice WRLD,Stay High,21CkzgKCBCq5V4XKjiGSIj,77
303,Will Atkinson,Telescope (Mixed),0hWYf0EUwzEH9RY8sji6hr,34
304,Juice WRLD,Life's A Mess (feat. Halsey),5wWAwzGp2OaaoIkwcz6wZs,78
305,Chicane,Don't Give Up (Mixed) - Giuseppe Ottaviani Remix,3klyFzvCwEdRCtXdMU8Hjg,34
306,Juice WRLD,Blood On My Jeans,0fCwrjKfWxF3xQhZrYUw4T,76
307,Ronski Speed,Downfall (Mixed),5GvsLHMdRwwdkE1gw19eWN,34
308,Chris Stapleton,Starting Over,3TNSVsiFngfe68UJpMq1oS,75
309,Greg Sletteland,DJ's Party on Sunset Boulevard Living the Hollywood Life (Electronic Dance Music Festival Hits Remix),5WtaYsqxQ9nUszMKhrCZno,23
310,Bad Bunny,BOOKER T,26w9NTiE9NGjW1ZvIOd1So,84
311,Giuseppe Ottaviani,Morpheus (Mixed),5nJ7YU7dQYiCHGHgqRrRUz,34
312,Rod Wave,Rags2Riches 2 (feat. Lil Baby),0qJeyYAgv6UpvewUxRXAhb,75
313,Greg Sletteland,Drop the Bass DJ (Melbourne Bounce Shuffle Cutting Shapes Hits Remix),4GpQ8LHpAwpwFQKWtmkeBG,23
314,Lil Durk,3 Headed Goat (feat. Lil Baby & Polo G),2h4cmbyb6S7e8igDZIITJU,75
315,Greg Sletteland,Feeling It Feel It DJ (Jakarta Electronic Dance Music Festival Hits Remix),6xsohTVL2NviYJJiOjwbB0,23
316,Miley Cyrus,Prisoner (feat. Dua Lipa),2Oycxb8QbPkpHTo8ZrmG0B,83
317,Saltwater,The Legacy (Mixed) - ReOrder Remix,11PeddJQPo4ER4yRyBc5Ow,34
318,Juice WRLD,Real Shit (with benny blanco),3uVPLtkmDu8pDkYEAVqbgS,78
319,Allen Watts,The Phuture (Mixed),2Nqf15P2TPMg8vSEFQwsb4,34
320,Kim Dracula,Paparazzi,3rchFjeKZ0bJxO7EEdM3S5,81
321,Greg Sletteland,"More Love, Techno, & Rave DJ (Amsterdam Electronic Dance Music Festival Hits Radio Version)",389AuKbCi6WM3H4RtLQ1MJ,23
322,NAV,Don't Need Friends (feat. Lil Baby),4x3mum2YGHtIBrgUKiNt4F,75
323,Greg Sletteland,The Sign (NYC Deep House Party Crossfit Workout Hits DJ Club Remix),2P3MdLsPyIANfRHmG399O4,23
324,Pink Sweat$,At My Worst,0ri0Han4IRJhzvERHOZTMr,85
325,Greg Sletteland,Gravity Pulls Us Together Djs (Usa Deep House Party Crossfit Workout Hits DJ Club Remix),7FEtHxi32h47hNP2ERvjnb,23
326,Taylor Swift,"no body, no crime (feat. HAIM)",3RaT22zZsxVYxxKR7TAaYF,78
327,Greg Sletteland,Rise Together DJ (Las Vegas Electronic Dance Music Festival Edm Hits Radio Version),7IjjojHPOX526CNxpicnR4,23
328,Erica Banks,Buss It,78xj07VVFK5uHTaGPIu13S,78
329,Greg Sletteland,Take Me Higher to Tomorrowland DJ (Electronic Dance Music Festival EDM Hits Club Remix),7qPTs2BmbdGJ8my1l8e9Tj,23
330,Selena Gomez,Lose You To Love Me,4l0Mvzj72xxOpRrp6h8nHi,82
331,Greg Sletteland,Exchange of Love (Los Angeles Late Night Dance Party EDM DJ Hits Club Remix),5EMFtx03txBCUhWo1Tfiic,23
332,Jordan Davis,Almost Maybes,14JFKtBSqefxfMiKhq6JT8,74
333,Greg Sletteland,Welcome to Los Angeles (Electronic Dance Music Festival DJ Hits Remix),7ayJbUoDbRv1WdSL6Oz8jZ,23
334,Miley Cyrus,Plastic Hearts,6qCsKKS7Ol63SJW3LOIX5R,79
335,Greg Sletteland,Tell Me You Want Me DJ (Ktown Electronic Dance Music Festival DJ Hits Remix),5X7nP2lTCFyTHHoxAQJX1w,23
336,Ava Max,Kings & Queens,7a53HqqArd4b9NF4XAmlbI,83
337,Greg Sletteland,Reach in the Sky DJ (Favorite Progressive House EDM Crossfit Workout Hits DJ Club Remix),5O9ldsFiyUQHgGblXNb9tT,23
338,YBN Nahmir,Opp Stoppa,1ogvLGGpa958nRTH1W9p2v,74
339,Greg Sletteland,After Party DJ (UK Progressive Trance Edm Gym Workout Hits Remix),7kdxjMyEAP06fyq5qMfEUk,23
340,Tory Lanez,Broke In A Minute,4xqIYGwwZTEem9U8A42SPF,76
341,林德荣,祝你 Happy New Year,3IQy8kluoMsDsP7WtGWiUy,41
342,Brent Faiyaz,Clouded,2J6OF7CkpdQGSfm1wdclqn,75
343,Anske,Reaching Up (Year in Review 2020),0Xw0fH0DU8A7J7KM9xEKxG,26
344,Ariana Grande,motive (with Doja Cat),5GkQIP5mWPi4KZLLXeuFTT,79
345,Greg Sletteland,Can't Stop This Feeling (Deep House Dance Party Remix),0VoyCzfd4M5p23pu5HL1Vy,23
346,Sech,Relación - Remix,35UUpTmrcFXNIVIN26ujXl,88
347,Greg Sletteland,I Have a Dream (Deep House Dance Party Remix),1QD7KtRE3D1IUHhPsSRpz5,23
348,Doja Cat,Boss Bitch,78qd8dvwea0Gosb6Fe6j3k,82
349,Greg Sletteland,Oh Baby Baby (Electronic Dance Party Remix),7puPB5ixFOkP7nYysVqCU1,23
350,Manuel Turizo,La Nota,7ndTONDDRFGiPnnhOzOXxq,89
351,Greg Sletteland,Light It Up (Chill Electronic Music Remix),6qRpJ9vJlSppO07xPJPv8k,23
352,Taylor Swift,the 1,0Jlcvv8IykzHaSmj49uNW8,77
353,Greg Sletteland,Follow Me (Chill Electronic Music Remix),6LlzRIPofOK1QDVQOomrpo,23
354,All Time Low,Monsters (feat. blackbear),0tyR7Bu9P086aWBFZ4QJoo,76
355,Greg Sletteland,Baby You're One of a Kind (Chill Electronic Music Remix),1JjUJUycDSFvZK0iWGWFW9,23
356,Juice WRLD,Man Of The Year,7AvprzMsRJpybaalckaT8c,76
357,Greg Sletteland,Feel Love in the Music (Chill Electronic Music Remix),4iVUdetI0cQ4cOmuvGEyuA,23
358,Jhené Aiko,B.S. (feat. H.E.R.),63wx9vdskaXbYxyDx4oJCZ,75
359,Greg Sletteland,I Can Feel the Love from You (Deep House Dance Party Remix),5uDdlGnNidP0iBOiWPhhPz,23
360,Mac Miller,Good News,1DWZUa5Mzf2BwzpHtgbHPY,76
361,Greg Sletteland,Can We Take This to the Next Level (Fitness Workout Music Remix),3DkpThpq5Nos0vy1cCgQ4e,23
362,Niko Moon,GOOD TIME,5Kpg1A7BOHpBbaT3H3xqd3,73
363,Greg Sletteland,Two Hearts All In (Deep House Dance Party Remix),3YheyJ5hmE5119nBnGCt9W,23
364,Yung Baby Tate,I Am (feat. Flo Milli),4E7ZbuJH3NddjnMWLstkRq,76
365,Greg Sletteland,One More Time Hands up Hollywood (Electronic Dance Party Remix),5LJ3F6BPFfwpjbzYQN2cIx,23
366,Quinn XCII,Stay Next To Me (with Chelsea Cutler),6SGG5AxHShqSYiV9fCWpZz,75
367,Greg Sletteland,Lose My Defenses (Yoga & Pilates Chill Electronic Music Remix),2Gl0xdYcjTkMnqEm687VZB,23
368,Trey Lewis,Dicked Down in Dallas,1yhft6ZqYadd4GOrKrmK3a,73
369,Greg Sletteland,Let's Play (Deep House Dance Party Remix),4y3SXCuVXO8fj0BTSUzvy6,23
370,Lil Uzi Vert,P2,3kW4z2pIj5VY5fLjBrMRL5,76
371,Greg Sletteland,I Just Want You Baby (Chill Electronic Music Remix),7CRAq7uALKmK3CDSMzpP39,23
372,Billie Eilish,my future,2ygvZOXrIeVL4xZmAWJT2C,79
373,Greg Sletteland,Thinking About You (Chill Deep House Remix),20vk0FBPnnUXC4wjfMF9Zd,23
374,The Weeknd,After Hours,2p8IUWQDrpjuFltbdgLOag,79
375,Greg Sletteland,All My Life (Chill Electronic Music Remix),3HFBPDn9PDxqjqLzaolPrw,23
376,Bad Bunny,Safaera,2DEZmgHKAvm41k4J3R2E9Y,82
377,Greg Sletteland,The DJ Played My Favorite Song (Deep House Dance Party Remix),01JYQhAS2nLXSdwVlB3nM7,23
378,Cole Swindell,Single Saturday Night,1irAliF0T8sLIOPJp6n7rU,73
379,Greg Sletteland,My Body Is so into You (Deep House Dance Party Remix),6wccYNxf7oQlLj3hhBbIno,23
380,Morray,Quicksand,33HO2V42Tc6xE0SbCg6vBj,74
381,Greg Sletteland,Paradise Like Islands in the Sky (Deep House Dance Party Remix),56tHWxun34uJ4atMqfjUek,23
382,Morgan Wallen,Livin’ The Dream,2L4YgbxxwmwafMqLIjSx8q,73
383,AB6IX,CHANDELIER,2NQKN3x5Evk8xsOEqUBUjX,34
384,24kGoldn,Coco (feat. DaBaby),2V6pjeOCuPBVlatcWTXUtP,80
385,Armin van Buuren,A State Of Trance (ASOT 997) - ASOT Year Mix 2020 Intro,3DUbOIxoX3QLWNHLTayWpS,26
386,Giveon,Stuck On You,08HPWLi0YmRUStJzkQ1ffh,76
387,Armin van Buuren,A State Of Trance (ASOT 997) - Armin van Buuren Introducing ASOT Year Mix 2020,14NsacwHvVhumNa492xVX5,26
388,Taylor Swift,‘tis the damn season,7dW84mWkdWE5a6lFWxJCBG,76
389,Workout Music ,Dance Monkey (Remix),3pdMC0tmADHu6jsZh6v5BD,31
390,Polo G,Epidemic,170DNUSnQRp1tGpppF26pA,76
391,Mellowhead,フラッシュバックモーニングアフター - 2020,0AqB0AlDS0Sym7XW8AyDf7,25
392,Jonas Brothers,What A Man Gotta Do,4wNIkl5XGiAACjFBlDWuSd,80
393,Florida Georgia Line,Lit This Year,2iKRHuowoeCtjsGe99ebdr,17
394,Future,That’s It,5n6gBhdEjCuj3obgCoTEFD,74
395,Chinese New Year Collective,Qiu Hu Yue Yie,7MZjtQIzxaymQMTl5UGwJg,26
396,NLE Choppa,Walk Em Down (feat. Roddy Ricch),4cSSL3YafYjM3yjgFO1vJg,76
397,Years & Years,Breathe,4VEByNkzYJ8rPVtaDQbiU9,24
398,Megan Thee Stallion,Girls in the Hood,6WbTTAGKrQtCQvmc5BuYfh,75
399,"Joseph Hellmesberger, Jr.",Gavotte,6vexgDtC2T4CK8xeAf4k6N,28
400,Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),4jVBIpuOiMj1crqd8LoCrJ,79
401,Gareth Emery,You'll Be OK,6QfcL5rVYc0RqQ3UZX69kD,31
402,Boza,Hecha Pa' Mi,3VvA1wSxukMLsvXoXtlwWx,91
403,Aurosonic,Nothing Lasts (Mixed) - Progressive Mix,7IoN17iufwxAjLSMr08cpS,30
404,ElyOtto,SugarCrash!,3FxPbp05KjMBa4HbhAJTH0,78
405,RandomBeats,Year In Gaming 2020,4IBRml6kr1Hz7Y6pewiA7T,11
406,$NOT,Mean,3PXi72ZtSqx1PZc40KS0Qj,76
407,Leaving Laurel,sometimes it’s scary…but it’s still you and me - Mixed,0eZPeiMttWBveKreWHLjhI,24
408,Chris Stapleton,You Should Probably Leave,2UikqkwBv7aIvlixeVXHWt,74
409,Workout Music ,Senorita (Remix),3AhAFvMHvMcREIQ4BnMNIf,27
410,HVME,Goosebumps,20McUFi8KCIVdNDLrkTDuZ,88
411,Liam Wilson,At That Point In Time - Mixed,5pJGhSJ1xfVJ22eDNWdjhb,28
412,Bad Bunny,Si Veo a Tu Mamá,41wtwzCZkXwpnakmwJ239F,81
413,Armin van Buuren,A State Of Trance (ASOT 997) - ASOT Year Mix 2020 Outro,1cCw0LOJjUvJkkKXGrvlsi,22
414,Juice WRLD,Bad Energy,7d94IqWX2UmSKMGUYSGFJG,75
415,Above & Beyond,Reverie - Above & Beyond Club Mix,1gULRv2VeyJJ0PRXoaydW6,30
416,Bad Bunny,Yo Perreo Sola,0SqqAgdovOE24BzxIClpjw,81
417,Armin van Buuren,"A State Of Trance (ASOT 996) - Previous Tunes Of The Year, Pt. 2",5QiX12U75aN8ZNB89yAVm3,25
418,The Kid LAROI,Diva (feat. Lil Tecca),7gVwgc8b3XnO87TpmXXFA5,77
419,Armin van Buuren,"A State Of Trance (ASOT 996) - Previous Tunes Of The Year, Pt. 1",7z3qtJlM6u3I9W2pDx5TBo,25
420,Bad Bunny,HACIENDO QUE ME AMAS,26QApq0cuO9brJigr0C0W4,83
421,Whitesnake,Best Years - 2020 Remix,05ab5MZw1beOMcRH25St2W,24
422,King Von,The Code (feat. Polo G),5NOUjBikzECEJyZMTxtErD,74
423,Workout Music ,Don't Start Now (Remix),1hvRlX91ePZGi8c5K4JdqL,28
424,$NOT,GOSHA,0j8ppsOOawdPCJnSTcXgOy,76
425,Cristoph,Big H 2020 - Mixed,45Bq5hF3GurkNB9tzpibza,20
426,Drake,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,81
427,Alex Metric,Upswing - Mixed,6UtisDGlS9rFAXwNRIpRI8,24
428,Gabby Barrett,The Good Ones,3hLuHKzG1cmlRpq53ZVWd8,73
429,Yotto,Another Riff For The Good Times - Mixed,0qvbTWuAHz8ZwqEGX6ONvF,24
430,Miley Cyrus,Angels Like You,1daDRI9ahBonbWD8YcxOIB,80
431,Armin van Buuren,A State Of Trance (ASOT 995) - A State Of Trance Year Mix 2020,5yEDqAo6IBPLvjakvmsRMG,22
432,Polo G,Heartless (feat. Mustard),2iP3unJbxZvRuqyrS0ocZy,74
433,Armin van Buuren,A State Of Trance (ASOT 996) - ASOT Year Mix 2020 Contest,23UKUfVGGSVQw4aEbLlXuY,21
434,Megan Thee Stallion,Savage Remix (feat. Beyoncé),5v4GgrXPMghOnBBLmveLac,76
435,Armin van Buuren,A State Of Trance (ASOT 996) - We Wish You A Merry Christmas And A Happy New Year,4i5LEHdz8cz2zYbzTy7w7U,25
436,Fousheé,Deep End,6HlE9t71z9DjGi7KqSyEpA,82
437,Max Off Melrose,Worst Year of My Life (2020),14QFphap5FUEvbp6kaPG6Z,15
438,Money Man,24 (feat. Lil Baby),7v96VvFLS0wSYT8kewNLRy,75
439,Above & Beyond,Blue Monday,4SI1yGSThNxNsX9cQjbUjH,29
440,Lady Gaga,Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,81
441,Moon Boots,Tied Up - Kenny Dope Remix (Mixed),0yLcHTqnrU2v8l0Tx3aSTy,23
442,Lil Tjay,Losses,3bAzFi7wGuOXJdgOYyFDSW,76
443,Markus Schulz,In Search of Sunrise (Year in Review 2020),224CVbEDMNUSqgOCeEawvx,19
444,City Girls,Pussy Talk,5EzL7hGT9g2Tvqsy158Lu9,74
445,Rezident,Pure - Mixed,421ZVZqF2Ct7R5MqsJX3J8,23
446,Kali Uchis,telepatía,6tDDoYIxWvMLTdKpjFkc1B,78
447,The Brothers Gillespie,Pandemic Love or the Year Without a Spring (Live in Johnson City 10/30/2020),4iw1IrgiSQ6J5UJpfQJsRD,14
448,Tame Impala,Borderline,5hM5arv9KDbCHS0k9uqwjr,78
449,Armin van Buuren,In And Out Of Love - ilan Bluestone & Maor Levi Remix,2c07kosP5G3qP4vHhwoUMT,29
450,A Boogie Wit da Hoodie,Me and My Guitar,6cZH4rX1KTt1aJ3Ql6Ynja,75
451,Toonorth,Far From Home,02GnHEcLnYUg7zoo82MBqt,18
452,Taylor Swift,tolerate it,0PurA4JVJ8YQgSVopY8fn6,76
453,Elysian,Beyond The Comfort Zone,1B8YgUyohyscDUw7Fhby6E,28
454,Morgan Wallen,7 Summers,0tbjiOUl4k492KPdWZS9sy,72
455,Aly & Fila,Somebody Loves You (with Plumb),2inBkyRhXyvSmzq7V4HVnx,29
456,Juice WRLD,Tell Me U Luv Me (with Trippie Redd),5JAYDuLRkODlVt6dgoalKk,75
457,Gareth Emery,Yesterday,3l8q87pQxV4YT4fm8LIqsh,28
458,Jhay Cortez,CÓMO SE SIENTE - Remix,2tFwfmceQa1Y6nRPhYbEtC,81
459,Cubicolor,Wake Me Up - Tale Of Us Remix (Mixed),4wLEnzru5f9Dmgswvn47Zz,23
460,Lil Peep,white tee,6KjkgYu4mjsMVYy4aCzyw6,76
461,Chinese New Year Collective,Chinese New Year Song 2020,6M0iv5Jn1DneNocNccDpNn,20
462,BLACKPINK,How You Like That,4SFknyjLcyTLJFPKD2m96o,81
463,Workout Music ,Memories (Remix),2TSUxzMC1BPOs85maWSQRn,25
464,Chris Young,Famous Friends,4iXDn9pu5Q9sxv45vE8Lak,73
465,Kahwe,This World - Mixed,4BMhNY5LXii4VsiW2J5vKs,22
466,Jack Harlow,Way Out (feat. Big Sean),57VeLYXrvNxe8Vs18K2M9W,76
467,Armin van Buuren,A State Of Trance (ASOT 996) - Armin's Highlight Of The Year,1xEXCHn6ZRRcd205Z40OgV,23
468,Luke Bryan,Down To One,6QpZSfLid1YZ6c01BvB5jH,73
469,Above & Beyond,Diving Out Of Love,20Qt3MThCKVo2CSyKDJq2i,28
470,Young Stoner Life,Take It To Trial (feat. Yak Gotti),6aKDdFwPJLgHT4aNktrQmb,74
471,Neily Blnz,Yearly Review 2020,3TtbYIK3bLlnaOdz8J8heG,11
472,Kane Brown,Worship You,4RN6OApAESI3Sh0gf5iuAM,72
473,Ezzy,ny90,6Ynt8deU59F0BcJliiOY3H,18
474,Juice WRLD,Up Up And Away,7pbg3ABlAZv2NiIdKbBBFm,75
475,Scorz,Come To Life,46siBNeeMXG69BbyvJEsAt,27
476,Halsey,You should be sad,7lidXGPXPYLNThITAOTlkK,78
477,3LAU,Tokyo - Fatum Remix,1K1TKQiT8xOGmDdX2LyVOy,27
478,SpotemGottem,Beat Box,3wCx8pwK7J1LVe13dFXjPm,73
479,Jon Gurd,Lion - Mixed,0Qrm0M5RGAdZWEiVxG7MHS,22
480,Serena Isioma,Sensitive,0oHEteATZnAZuA9dl1dXF3,75
481,Edu Imbernon,Rinascimento - Mixed,1JJPm5FN0iHmQaW1m4rmVZ,21
482,21 Savage,Rich Nigga Shit (feat. Young Thug),3ruoIF2UnoXdzK8mR61ebq,74
483,Ten Years After,Are You Lonesome Tonight (Remastered 2020),4vbDf4gGabrP5bAoNuENJ7,18
484,Morgan Wallen,More Than My Hometown,0eBXyY4SatzpE7opnzgXvz,72
485,Leavv,What Was Before,3E2PPVkf1cvEqaX7p5Qak2,18
486,Jack Harlow,Face Of My City (feat. Lil Baby),6MDdceLYec4AxohmorE4vH,74
487,Nox Vahn,Come Together - Matthias Meyer Remix (Mixed),50nY3eAHPV74Nj1zyl0uzM,22
488,Eric Church,Hell Of A View,1kBx9VGumfuvlfqdlAGorE,72
489,TobyMac,21 Years,4dxTzRlAhUt8Fxvt0lKfyo,13
490,Madison Beer,Selfish,4PV0uE5pZSh44E3NqNNDEH,78
491,October,Time To Love - 2020 Remastered,7zKG0StPF7Xg60fzq9cGZ6,16
492,CORPSE,Miss YOU!,3pXVmZh293nWtqxildz9jf,76
493,Kidnap,Silence - Mixed,0EaUUoDOUlhGBJsHO1P8rt,22
494,Brett Young,Lady,3ySLzrN7950dpf1ncttONO,72
495,Nymano,Sleepover,6eW9jhRDg1EcCQNQYJ2fFf,17
496,Lil Baby,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1,73
497,Philanthrope,Plants,34P0h72r5IebPGGH76blf3,18
498,Taylor Swift,willow,3Uo7WG0vmLQ07WB4BDwy7D,80
499,Dye51\50,2020 Is Our Year...... Ahhh Fukk,1UpODh2VquSDeC4VNpJBrx,8
500,Ozzy Osbourne,Crazy Train,7ACxUo21jtTHzy7ZEV56vU,76
501,Armin van Buuren,A State Of Trance (ASOT 994) - A State Of Trance Year Mix 2020 Contest,0Mr0cA15GVkGlUnusJkvmq,20
502,Lund,Broken,4W8sUeokQKfHt1uTXp0Jq0,76
503,meija,New Years 2020,6O8AI2tOKLKQ6C3Emm2KAL,10
504,Taylor Swift,ivy,19CSr8rwW05VJL2F91KFNK,75
505,Chinese New Year Collective,Lunar New Year Music,0CFc4L95XeJk1NS6T6d6s8,18
506,Juice WRLD,Titanic,1YM6c2sxbf2Jacl9IFgn4I,74
507,Gareth Emery,Welcome To Your Life - Jeremy Vancaulart Remix,6qae2hDHkqKuftC9JxgQo7,26
508,Justin Bieber,Intentions (feat. Quavo),4umIPjkehX1r7uhmGvXiSV,80
509,BT,No Warning Lights - ALPHA 9 Remix,6dVe4RYbaYKMULbWoJgWjZ,27
510,Kid Cudi,She Knows This,1xzUQMiCoY5pdego0pHMeV,74
511,Sleepy Fish,Witch Hat,5IMRQMYucConMGcTogk5OC,17
512,Bankrol Hayden,Costa Rica (feat. The Kid LAROI) - Remix,3tdjTdCCgKtwacsICCtPZZ,76
513,David Bowie,"Seven Years In Tibet - Live at Radio City Music Hall New York, 15th October, 1997; 2020 Remaster",3KLU3rwnH7rdjuXgvGvubX,20
514,"Tyler, The Creator",BEST INTEREST,3jHdKaLCkuNEkWcLVmQPCX,75
515,Armin van Buuren,A State Of Trance (ASOT 996) - Last Show Of The Year,4COHTtrtPAcSIQia0cxQ8R,21
516,Megan Thee Stallion,Savage,55CHeLEfn5iJ0IIkgaa4si,78
517,Jorn Van Deynhoven,Waiting On The Other Side - Club Mix,1HiN5p9QcqTTFrWE2RouOp,27
518,Lil Baby,Emotionally Scarred,7ge7BHazYbVKi8qyZUX1Bm,73
519,Armin van Buuren,Hollow,5ymvanuY5Y1he25I7RNp5x,25
520,$NOT,Moon & Stars (feat. Maggie Lindemann),3oGbHF3Kdwf3AsRCbBjUxu,75
521,STANDERWICK,What About Us,11avcbuPM465zCYXatV82q,25
522,Thomas Rhett,What’s Your Country Song,7Cw3yXDA8Uui37SI5FFaA7,73
523,Assaf,Lost Souls - AVIRA Remix,1GIgfnQ8rPlnwUWodYg3uJ,26
524,Brent Faiyaz,Fuck The World (Summer in London),2CzUlaKN1mvb0szagSR3ux,74
525,Miyuki,Never Been Alone (FYHYM2020),4Ake2LUHoBlVGpVAzFHbsT,14
526,Darius Rucker,Beers And Sunshine,36ISlLb12gKuCCVTYXC0gb,72
527,Nymano,Mirage,3HdhnmOIgeuVq42O0l5Fw1,17
528,Dua Lipa,Break My Heart,017PF4Q3l4DBUiWoXk4OWT,83
529,Sugi.wa,After Dark,7GROhdwyts8vjPdOnU10gT,17
530,Florida Georgia Line,Long Live,1OTX8FOeKJt1v9mIxuF8sc,72
531,Elysian,Water,6Ik7dtplfmNuiY8CtyFZOW,26
532,Taylor Swift,happiness,73YUReisjb3A9ActdLLjJQ,75
533,Kasper Koman,The Blind Navigator - Mixed,0L1vgwngUkU4OKvWDwKe2j,20
534,The Kid LAROI,SO DONE,3qgPpwtuRu5oP8EtFSj8HE,78
535,Jody Wisternoff,Nightwhisper - Mixed,1iBlKTBMVDAO7XA1yFCUXe,20
536,H.E.R.,Damage,0KS2h61pHQ4WmOwruD7uxD,73
537,Tinlicker,Blackbirds - Mixed,2RVCOhslHSOQRNXqcbbEHh,20
538,Jordan Davis,Lose You,0vK1vDEvEMvSpFEKW62Qub,72
539,Armin van Buuren,A State Of Trance (ASOT 996) - Special Video Year Mix,1RARQvFf3U9QPMSMNhD62n,21
540,Ariana Grande,just like magic,7Dx9Z6Aon1qPS2N0rHSWTe,76
541,Philanthrope,Ocean Patio,3qJCPsmuewuWF2jkOqKOEY,17
542,Kidd G,Dirt Road,24LyKCgvEia1eAPUbuISlk,71
543,Mama Aiuto,All In Good Spirit,5ualKgiogCUft7EQt5mtNm,17
544,Russell Dickerson,Love You Like I Used To,1D7cfiC5mxqHfTCcOiRBej,71
545,Nymano,False Hope,4HZ8NCMWAY45EwzGaihqN5,17
546,Megan Thee Stallion,Captain Hook,1E3VQQWFQAPJkXfYHjqWoI,74
547,G Mills,Harvest,2Qe9Hpwda5pbWAZGg6dMOe,17
548,BTS,Dynamite,0t1kP63rueHleOhQkYSXFY,83
549,GXD,Sail,7AcmztsteFrvyYuyu4XfVe,25
550,Justin Bieber,Intentions,364dI1bYnvamSnBJ8JcNzN,78
551,Nicholas Gunn,Fallen - Richard Durand Remix,0rXvd2JAkXMDJlyDU3MPl2,25
552,Frances Forever,Space Girl,7FjIYiD53wxlQmzTT6Wdpf,76
553,Luke Bond,Walk Away,3Ce1o1EuQB64z2itfgYrj2,25
554,Olivia O'Brien,Josslyn,37ZKB38iNyKJ0xYEz9SJgk,74
555,Chicane,Don't Give Up - Giuseppe Ottaviani Remix,0sYDe3mKsXwghw6FgRq7J0,26
556,Popp Hunna,Adderall (Corvette Corvette),3aAmQOxRPeKDL0HMWFA5qn,78
557,Maor Levi,One Love,5dArirPBxVrSRNJa1YX2hx,25
558,The Kid LAROI,TELL ME WHY,3jlxX3VXPiY3lvBBbppQD3,74
559,Armin van Buuren,A State Of Trance (ASOT 996) - Tune Of The Year Top 10,02KoPajd6lpRS0tmdJJluL,21
560,Internet Money,Blastoff (feat. Juice Wrld & Trippie Redd),2rFsFjq0D9JAmc0APpCO6P,74
561,Workout Music ,Bad Guy (Remix),5v7OrTvBQNhXQwVzi3oXpb,24
562,The Neighbourhood,Stargazing,0VF7YLIxSQKyNiFL3X6MmN,75
563,Lane 8,Keep On - Mixed,1zHQesc4xZZ5B1nl8G9dl5,20
564,Dua Lipa,Don't Start Now,3PfIrDoz19wz7qK7tYeu62,83
565,Armin van Buuren,A State Of Trance (ASOT 997) - Intro,5MaBh7FpMWKW6m3Reh38O8,26
566,Miley Cyrus,Midnight Sky,27ycaQnQAxaPiyeg3nr2aB,82
567,Jazz Instrumental Relax Center,New Year's Eve Jazz,75dFH4GMGExHXivHrRRtk4,17
568,Keith Urban,One Too Many,5NUXE8W12lWcUXgJRCjeEw,75
569,Sleepy Fish,Bookshelves,38hvo3wyY1hUFttrzxFqQg,16
570,Kevo Muney,Leave Some Day,2Kjx3d2fmcKfRlZTiKjugm,72
571,Middle School,Canary Forest,4eA8gVCly3GDGKfAnQsoBM,16
572,Bad Bunny,La Santa,69vlMrzHwATKzupwNcUPyK,80
573,Leavv,Aqueduct,1tPwtEZicYljOlAgnqT07U,16
574,Pop Smoke,Invincible,792HwhrdO3ErRKL5yRe4Ge,79
575,Swørn,Keep Going,5wxxsUijre15T715mScE7i,16
576,24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",6FuGJB290AQMAHTfjOYVaK,82
577,Alex Sonata & TheRio,Awakening,3obWseGrfCfd8x7wgXibLW,25
578,Mario Judah,Die Very Rough,3brXaWuPsVScvYQKUh3Ijc,77
579,Taylor Torrence,If We Say Goodbye,6evuFziA2MjVfWwavmHdZu,25
580,Mac Miller,Blue World,2hwOoMtWPtTSSn6WHV7Vp5,75
